T000000064	UA857	2013-12-29	2013-12-30	E	100	356
T000000065	UA857	2013-12-29	2013-12-30	F	190	441
T000000066	UA857	2013-12-29	2013-12-30	B	52	426
T000000067	UA857	2013-12-30	2013-12-31	E	133	382
T000000068	UA857	2013-12-30	2013-12-31	F	73	467
T000000069	UA857	2013-12-30	2013-12-31	B	127	452
T000000070	UA857	2013-12-31	2014-01-01	E	113	266
T000000071	UA857	2013-12-31	2014-01-01	F	99	351
T000000072	UA857	2013-12-31	2014-01-01	B	115	336
T000000073	UA857	2014-01-01	2014-01-02	E	34	398
T000000074	UA857	2014-01-01	2014-01-02	F	107	483
T000000075	UA857	2014-01-01	2014-01-02	B	79	468
T000000076	UA857	2014-01-02	2014-01-03	E	76	476
T000000077	UA857	2014-01-02	2014-01-03	F	135	561
T000000078	UA857	2014-01-02	2014-01-03	B	38	546
T000000079	UA857	2014-01-03	2014-01-04	E	15	402
T000000080	UA857	2014-01-03	2014-01-04	F	125	487
T000000081	UA857	2014-01-03	2014-01-04	B	122	472
T000000082	UA857	2014-01-04	2014-01-05	E	102	411
T000000083	UA857	2014-01-04	2014-01-05	F	23	496
T000000084	UA857	2014-01-04	2014-01-05	B	175	481
T000000085	UA857	2014-01-05	2014-01-06	E	70	407
T000000086	UA857	2014-01-05	2014-01-06	F	84	492
T000000087	UA857	2014-01-05	2014-01-06	B	166	477
T000000088	UA857	2014-01-06	2014-01-07	E	20	406
T000000089	UA857	2014-01-06	2014-01-07	F	17	491
T000000090	UA857	2014-01-06	2014-01-07	B	172	476
T000000091	UA857	2014-01-07	2014-01-08	E	64	393
T000000092	UA857	2014-01-07	2014-01-08	F	78	478
T000000093	UA857	2014-01-07	2014-01-08	B	156	463
T000000094	UA857	2014-01-08	2014-01-09	E	140	392
T000000095	UA857	2014-01-08	2014-01-09	F	99	477
T000000096	UA857	2014-01-08	2014-01-09	B	120	462
T000000097	UA857	2014-01-09	2014-01-10	E	75	361
T000000098	UA857	2014-01-09	2014-01-10	F	16	446
T000000099	UA857	2014-01-09	2014-01-10	B	28	431
T000000100	UA857	2014-01-10	2014-01-11	E	40	458
T000000101	UA857	2014-01-10	2014-01-11	F	138	543
T000000102	UA857	2014-01-10	2014-01-11	B	34	528
T000000103	UA869	2013-12-25	2013-12-26	E	148	346
T000000104	UA869	2013-12-25	2013-12-26	F	73	431
T000000105	UA869	2013-12-25	2013-12-26	B	28	416
T000000106	UA869	2013-12-26	2013-12-27	E	46	393
T000000107	UA869	2013-12-26	2013-12-27	F	181	478
T000000108	UA869	2013-12-26	2013-12-27	B	155	463
T000000109	UA869	2013-12-27	2013-12-28	E	25	345
T000000110	UA869	2013-12-27	2013-12-28	F	144	430
T000000111	UA869	2013-12-27	2013-12-28	B	154	415
T000000112	UA869	2013-12-28	2013-12-29	E	27	304
T000000113	UA869	2013-12-28	2013-12-29	F	90	389
T000000114	UA869	2013-12-28	2013-12-29	B	76	374
T000000115	UA869	2013-12-29	2013-12-30	E	171	449
T000000116	UA869	2013-12-29	2013-12-30	F	37	534
T000000117	UA869	2013-12-29	2013-12-30	B	30	519
T000000118	UA869	2013-12-30	2013-12-31	E	122	280
T000000119	UA869	2013-12-30	2013-12-31	F	123	365
T000000120	UA869	2013-12-30	2013-12-31	B	130	350
T000000121	UA869	2013-12-31	2014-01-01	E	109	359
T000000122	UA869	2013-12-31	2014-01-01	F	186	444
T000000123	UA869	2013-12-31	2014-01-01	B	118	429
T000000124	UA869	2014-01-01	2014-01-02	E	193	332
T000000125	UA869	2014-01-01	2014-01-02	F	74	417
T000000126	UA869	2014-01-01	2014-01-02	B	57	402
T000000127	UA869	2014-01-02	2014-01-03	E	54	367
T000000128	UA869	2014-01-02	2014-01-03	F	59	452
T000000129	UA869	2014-01-02	2014-01-03	B	34	437
T000000130	UA869	2014-01-03	2014-01-04	E	13	327
T000000131	UA869	2014-01-03	2014-01-04	F	198	412
T000000132	UA869	2014-01-03	2014-01-04	B	156	397
T000000133	UA869	2014-01-04	2014-01-05	E	122	354
T000000134	UA869	2014-01-04	2014-01-05	F	131	439
T000000135	UA869	2014-01-04	2014-01-05	B	47	424
T000000136	UA869	2014-01-05	2014-01-06	E	164	262
T000000137	UA869	2014-01-05	2014-01-06	F	108	347
T000000138	UA869	2014-01-05	2014-01-06	B	109	332
T000000139	UA869	2014-01-06	2014-01-07	E	183	373
T000000140	UA869	2014-01-06	2014-01-07	F	146	458
T000000141	UA869	2014-01-06	2014-01-07	B	68	443
T000000142	UA869	2014-01-07	2014-01-08	E	192	360
T000000143	UA869	2014-01-07	2014-01-08	F	58	445
T000000144	UA869	2014-01-07	2014-01-08	B	159	430
T000000145	UA869	2014-01-08	2014-01-09	E	66	303
T000000146	UA869	2014-01-08	2014-01-09	F	10	388
T000000147	UA869	2014-01-08	2014-01-09	B	124	373
T000000148	UA869	2014-01-09	2014-01-10	E	46	370
T000000149	UA869	2014-01-09	2014-01-10	F	160	455
T000000150	UA869	2014-01-09	2014-01-10	B	21	440
T000000151	UA869	2014-01-10	2014-01-11	E	50	337
T000000152	UA869	2014-01-10	2014-01-11	F	49	422
T000000153	UA869	2014-01-10	2014-01-11	B	148	407
T000000154	UA862	2013-12-25	2013-12-26	E	189	355
T000000155	UA862	2013-12-25	2013-12-26	F	78	440
T000000156	UA862	2013-12-25	2013-12-26	B	161	425
T000000157	UA862	2013-12-26	2013-12-27	E	38	367
T000000158	UA862	2013-12-26	2013-12-27	F	54	452
T000000159	UA862	2013-12-26	2013-12-27	B	55	437
T000000160	UA862	2013-12-27	2013-12-28	E	44	485
T000000161	UA862	2013-12-27	2013-12-28	F	184	570
T000000162	UA862	2013-12-27	2013-12-28	B	75	555
T000000163	UA862	2013-12-28	2013-12-29	E	112	363
T000000164	UA862	2013-12-28	2013-12-29	F	196	448
T000000165	UA862	2013-12-28	2013-12-29	B	115	433
T000000166	UA862	2013-12-29	2013-12-30	E	179	386
T000000167	UA862	2013-12-29	2013-12-30	F	196	471
T000000168	UA862	2013-12-29	2013-12-30	B	10	456
T000000169	UA862	2013-12-30	2013-12-31	E	182	431
T000000170	UA862	2013-12-30	2013-12-31	F	113	516
T000000171	UA862	2013-12-30	2013-12-31	B	74	501
T000000172	UA862	2013-12-31	2014-01-01	E	135	351
T000000173	UA862	2013-12-31	2014-01-01	F	139	436
T000000174	UA862	2013-12-31	2014-01-01	B	80	421
T000000175	UA862	2014-01-01	2014-01-02	E	125	354
T000000176	UA862	2014-01-01	2014-01-02	F	175	439
T000000177	UA862	2014-01-01	2014-01-02	B	166	424
T000000178	UA862	2014-01-02	2014-01-03	E	150	368
T000000179	UA862	2014-01-02	2014-01-03	F	173	453
T000000180	UA862	2014-01-02	2014-01-03	B	155	438
T000000181	UA862	2014-01-03	2014-01-04	E	115	385
T000000182	UA862	2014-01-03	2014-01-04	F	181	470
T000000183	UA862	2014-01-03	2014-01-04	B	145	455
T000000184	UA862	2014-01-04	2014-01-05	E	195	367
T000000185	UA862	2014-01-04	2014-01-05	F	150	452
T000000186	UA862	2014-01-04	2014-01-05	B	82	437
T000000187	UA862	2014-01-05	2014-01-06	E	100	445
T000000188	UA862	2014-01-05	2014-01-06	F	60	530
T000000189	UA862	2014-01-05	2014-01-06	B	39	515
T000000190	UA862	2014-01-06	2014-01-07	E	76	416
T000000191	UA862	2014-01-06	2014-01-07	F	151	501
T000000192	UA862	2014-01-06	2014-01-07	B	185	486
T000000193	UA862	2014-01-07	2014-01-08	E	104	283
T000000194	UA862	2014-01-07	2014-01-08	F	138	368
T000000195	UA862	2014-01-07	2014-01-08	B	127	353
T000000196	UA862	2014-01-08	2014-01-09	E	46	493
T000000197	UA862	2014-01-08	2014-01-09	F	110	578
T000000198	UA862	2014-01-08	2014-01-09	B	78	563
T000000199	UA862	2014-01-09	2014-01-10	E	79	421
T000000200	UA862	2014-01-09	2014-01-10	F	76	506
T000000201	UA862	2014-01-09	2014-01-10	B	99	491
T000000202	UA862	2014-01-10	2014-01-11	E	149	417
T000000203	UA862	2014-01-10	2014-01-11	F	23	502
T000000204	UA862	2014-01-10	2014-01-11	B	121	487
T000000205	AA289	2013-12-25	2013-12-26	E	22	319
T000000206	AA289	2013-12-25	2013-12-26	F	52	404
T000000207	AA289	2013-12-25	2013-12-26	B	104	389
T000000208	AA289	2013-12-26	2013-12-27	E	15	325
T000000209	AA289	2013-12-26	2013-12-27	F	84	410
T000000210	AA289	2013-12-26	2013-12-27	B	31	395
T000000211	AA289	2013-12-27	2013-12-28	E	28	372
T000000212	AA289	2013-12-27	2013-12-28	F	143	457
T000000213	AA289	2013-12-27	2013-12-28	B	29	442
T000000214	AA289	2013-12-28	2013-12-29	E	163	386
T000000215	AA289	2013-12-28	2013-12-29	F	13	471
T000000216	AA289	2013-12-28	2013-12-29	B	101	456
T000000217	AA289	2013-12-29	2013-12-30	E	10	340
T000000218	AA289	2013-12-29	2013-12-30	F	107	425
T000000219	AA289	2013-12-29	2013-12-30	B	131	410
T000000220	AA289	2013-12-30	2013-12-31	E	53	398
T000000221	AA289	2013-12-30	2013-12-31	F	19	483
T000000222	AA289	2013-12-30	2013-12-31	B	146	468
T000000223	AA289	2013-12-31	2014-01-01	E	78	350
T000000224	AA289	2013-12-31	2014-01-01	F	184	435
T000000225	AA289	2013-12-31	2014-01-01	B	91	420
T000000226	AA289	2014-01-01	2014-01-02	E	75	394
T000000227	AA289	2014-01-01	2014-01-02	F	89	479
T000000228	AA289	2014-01-01	2014-01-02	B	154	464
T000000229	AA289	2014-01-02	2014-01-03	E	17	370
T000000230	AA289	2014-01-02	2014-01-03	F	80	455
T000000231	AA289	2014-01-02	2014-01-03	B	45	440
T000000232	AA289	2014-01-03	2014-01-04	E	143	352
T000000233	AA289	2014-01-03	2014-01-04	F	78	437
T000000234	AA289	2014-01-03	2014-01-04	B	91	422
T000000235	AA289	2014-01-04	2014-01-05	E	123	326
T000000236	AA289	2014-01-04	2014-01-05	F	125	411
T000000237	AA289	2014-01-04	2014-01-05	B	54	396
T000000238	AA289	2014-01-05	2014-01-06	E	75	369
T000000239	AA289	2014-01-05	2014-01-06	F	32	454
T000000240	AA289	2014-01-05	2014-01-06	B	162	439
T000000241	AA289	2014-01-06	2014-01-07	E	99	447
T000000242	AA289	2014-01-06	2014-01-07	F	148	532
T000000243	AA289	2014-01-06	2014-01-07	B	60	517
T000000244	AA289	2014-01-07	2014-01-08	E	186	425
T000000245	AA289	2014-01-07	2014-01-08	F	56	510
T000000246	AA289	2014-01-07	2014-01-08	B	60	495
T000000247	AA289	2014-01-08	2014-01-09	E	12	335
T000000248	AA289	2014-01-08	2014-01-09	F	153	420
T000000249	AA289	2014-01-08	2014-01-09	B	17	405
T000000250	AA289	2014-01-09	2014-01-10	E	66	383
T000000251	AA289	2014-01-09	2014-01-10	F	76	468
T000000252	AA289	2014-01-09	2014-01-10	B	133	453
T000000253	AA289	2014-01-10	2014-01-11	E	10	284
T000000254	AA289	2014-01-10	2014-01-11	F	148	369
T000000255	AA289	2014-01-10	2014-01-11	B	155	354
T000000256	MU790	2013-12-25	2013-12-26	E	87	382
T000000257	MU790	2013-12-25	2013-12-26	F	155	467
T000000258	MU790	2013-12-25	2013-12-26	B	61	452
T000000259	MU790	2013-12-26	2013-12-27	E	110	396
T000000260	MU790	2013-12-26	2013-12-27	F	168	481
T000000261	MU790	2013-12-26	2013-12-27	B	151	466
T000000262	MU790	2013-12-27	2013-12-28	E	153	384
T000000263	MU790	2013-12-27	2013-12-28	F	185	469
T000000264	MU790	2013-12-27	2013-12-28	B	56	454
T000000265	MU790	2013-12-28	2013-12-29	E	88	458
T000000266	MU790	2013-12-28	2013-12-29	F	37	543
T000000267	MU790	2013-12-28	2013-12-29	B	158	528
T000000268	MU790	2013-12-29	2013-12-30	E	98	342
T000000269	MU790	2013-12-29	2013-12-30	F	156	427
T000000270	MU790	2013-12-29	2013-12-30	B	26	412
T000000271	MU790	2013-12-30	2013-12-31	E	156	352
T000000272	MU790	2013-12-30	2013-12-31	F	42	437
T000000273	MU790	2013-12-30	2013-12-31	B	111	422
T000000274	MU790	2013-12-31	2014-01-01	E	13	417
T000000275	MU790	2013-12-31	2014-01-01	F	154	502
T000000276	MU790	2013-12-31	2014-01-01	B	129	487
T000000277	MU790	2014-01-01	2014-01-02	E	131	429
T000000278	MU790	2014-01-01	2014-01-02	F	107	514
T000000279	MU790	2014-01-01	2014-01-02	B	163	499
T000000280	MU790	2014-01-02	2014-01-03	E	46	276
T000000281	MU790	2014-01-02	2014-01-03	F	96	361
T000000282	MU790	2014-01-02	2014-01-03	B	39	346
T000000283	MU790	2014-01-03	2014-01-04	E	199	294
T000000284	MU790	2014-01-03	2014-01-04	F	84	379
T000000285	MU790	2014-01-03	2014-01-04	B	41	364
T000000286	MU790	2014-01-04	2014-01-05	E	166	410
T000000287	MU790	2014-01-04	2014-01-05	F	89	495
T000000288	MU790	2014-01-04	2014-01-05	B	146	480
T000000289	MU790	2014-01-05	2014-01-06	E	171	390
T000000290	MU790	2014-01-05	2014-01-06	F	182	475
T000000291	MU790	2014-01-05	2014-01-06	B	70	460
T000000292	MU790	2014-01-06	2014-01-07	E	69	390
T000000293	MU790	2014-01-06	2014-01-07	F	174	475
T000000294	MU790	2014-01-06	2014-01-07	B	167	460
T000000295	MU790	2014-01-07	2014-01-08	E	44	384
T000000296	MU790	2014-01-07	2014-01-08	F	96	469
T000000297	MU790	2014-01-07	2014-01-08	B	133	454
T000000298	MU790	2014-01-08	2014-01-09	E	34	257
T000000299	MU790	2014-01-08	2014-01-09	F	133	342
T000000300	MU790	2014-01-08	2014-01-09	B	80	327
T000000301	MU790	2014-01-09	2014-01-10	E	26	399
T000000302	MU790	2014-01-09	2014-01-10	F	108	484
T000000303	MU790	2014-01-09	2014-01-10	B	133	469
T000000304	MU790	2014-01-10	2014-01-11	E	93	325
T000000305	MU790	2014-01-10	2014-01-11	F	13	410
T000000306	MU790	2014-01-10	2014-01-11	B	42	395
T000000307	AA288	2013-12-25	2013-12-26	E	139	304
T000000308	AA288	2013-12-25	2013-12-26	F	148	389
T000000309	AA288	2013-12-25	2013-12-26	B	189	374
T000000310	AA288	2013-12-26	2013-12-27	E	134	269
T000000311	AA288	2013-12-26	2013-12-27	F	124	354
T000000312	AA288	2013-12-26	2013-12-27	B	181	339
T000000313	AA288	2013-12-27	2013-12-28	E	84	336
T000000314	AA288	2013-12-27	2013-12-28	F	147	421
T000000315	AA288	2013-12-27	2013-12-28	B	54	406
T000000316	AA288	2013-12-28	2013-12-29	E	74	296
T000000317	AA288	2013-12-28	2013-12-29	F	87	381
T000000318	AA288	2013-12-28	2013-12-29	B	173	366
T000000319	AA288	2013-12-29	2013-12-30	E	127	313
T000000320	AA288	2013-12-29	2013-12-30	F	52	398
T000000321	AA288	2013-12-29	2013-12-30	B	82	383
T000000322	AA288	2013-12-30	2013-12-31	E	155	346
T000000323	AA288	2013-12-30	2013-12-31	F	80	431
T000000324	AA288	2013-12-30	2013-12-31	B	148	416
T000000325	AA288	2013-12-31	2014-01-01	E	120	305
T000000326	AA288	2013-12-31	2014-01-01	F	170	390
T000000327	AA288	2013-12-31	2014-01-01	B	76	375
T000000328	AA288	2014-01-01	2014-01-02	E	140	356
T000000329	AA288	2014-01-01	2014-01-02	F	90	441
T000000330	AA288	2014-01-01	2014-01-02	B	108	426
T000000331	AA288	2014-01-02	2014-01-03	E	79	340
T000000332	AA288	2014-01-02	2014-01-03	F	67	425
T000000333	AA288	2014-01-02	2014-01-03	B	88	410
T000000334	AA288	2014-01-03	2014-01-04	E	136	374
T000000335	AA288	2014-01-03	2014-01-04	F	48	459
T000000336	AA288	2014-01-03	2014-01-04	B	179	444
T000000337	AA288	2014-01-04	2014-01-05	E	172	325
T000000338	AA288	2014-01-04	2014-01-05	F	192	410
T000000339	AA288	2014-01-04	2014-01-05	B	136	395
T000000340	AA288	2014-01-05	2014-01-06	E	35	357
T000000341	AA288	2014-01-05	2014-01-06	F	65	442
T000000342	AA288	2014-01-05	2014-01-06	B	147	427
T000000343	AA288	2014-01-06	2014-01-07	E	53	274
T000000344	AA288	2014-01-06	2014-01-07	F	134	359
T000000345	AA288	2014-01-06	2014-01-07	B	167	344
T000000346	AA288	2014-01-07	2014-01-08	E	89	318
T000000347	AA288	2014-01-07	2014-01-08	F	186	403
T000000348	AA288	2014-01-07	2014-01-08	B	177	388
T000000349	AA288	2014-01-08	2014-01-09	E	139	297
T000000350	AA288	2014-01-08	2014-01-09	F	190	382
T000000351	AA288	2014-01-08	2014-01-09	B	95	367
T000000352	AA288	2014-01-09	2014-01-10	E	84	240
T000000353	AA288	2014-01-09	2014-01-10	F	67	325
T000000354	AA288	2014-01-09	2014-01-10	B	187	310
T000000355	AA288	2014-01-10	2014-01-11	E	199	335
T000000356	AA288	2014-01-10	2014-01-11	F	50	420
T000000357	AA288	2014-01-10	2014-01-11	B	60	405
T000000358	AA187	2013-12-25	2013-12-26	E	152	354
T000000359	AA187	2013-12-25	2013-12-26	F	99	439
T000000360	AA187	2013-12-25	2013-12-26	B	17	424
T000000361	AA187	2013-12-26	2013-12-27	E	38	374
T000000362	AA187	2013-12-26	2013-12-27	F	185	459
T000000363	AA187	2013-12-26	2013-12-27	B	183	444
T000000364	AA187	2013-12-27	2013-12-28	E	136	427
T000000365	AA187	2013-12-27	2013-12-28	F	36	512
T000000366	AA187	2013-12-27	2013-12-28	B	61	497
T000000367	AA187	2013-12-28	2013-12-29	E	36	381
T000000368	AA187	2013-12-28	2013-12-29	F	84	466
T000000369	AA187	2013-12-28	2013-12-29	B	107	451
T000000370	AA187	2013-12-29	2013-12-30	E	17	477
T000000371	AA187	2013-12-29	2013-12-30	F	133	562
T000000372	AA187	2013-12-29	2013-12-30	B	23	547
T000000373	AA187	2013-12-30	2013-12-31	E	174	378
T000000374	AA187	2013-12-30	2013-12-31	F	184	463
T000000375	AA187	2013-12-30	2013-12-31	B	125	448
T000000376	AA187	2013-12-31	2014-01-01	E	72	505
T000000377	AA187	2013-12-31	2014-01-01	F	138	590
T000000378	AA187	2013-12-31	2014-01-01	B	176	575
T000000379	AA187	2014-01-01	2014-01-02	E	108	396
T000000380	AA187	2014-01-01	2014-01-02	F	108	481
T000000381	AA187	2014-01-01	2014-01-02	B	39	466
T000000382	AA187	2014-01-02	2014-01-03	E	185	429
T000000383	AA187	2014-01-02	2014-01-03	F	86	514
T000000384	AA187	2014-01-02	2014-01-03	B	133	499
T000000385	AA187	2014-01-03	2014-01-04	E	181	396
T000000386	AA187	2014-01-03	2014-01-04	F	29	481
T000000387	AA187	2014-01-03	2014-01-04	B	167	466
T000000388	AA187	2014-01-04	2014-01-05	E	75	413
T000000389	AA187	2014-01-04	2014-01-05	F	137	498
T000000390	AA187	2014-01-04	2014-01-05	B	86	483
T000000391	AA187	2014-01-05	2014-01-06	E	110	425
T000000392	AA187	2014-01-05	2014-01-06	F	134	510
T000000393	AA187	2014-01-05	2014-01-06	B	95	495
T000000394	AA187	2014-01-06	2014-01-07	E	136	431
T000000395	AA187	2014-01-06	2014-01-07	F	199	516
T000000396	AA187	2014-01-06	2014-01-07	B	46	501
T000000397	AA187	2014-01-07	2014-01-08	E	135	394
T000000398	AA187	2014-01-07	2014-01-08	F	163	479
T000000399	AA187	2014-01-07	2014-01-08	B	49	464
T000000400	AA187	2014-01-08	2014-01-09	E	111	417
T000000401	AA187	2014-01-08	2014-01-09	F	48	502
T000000402	AA187	2014-01-08	2014-01-09	B	19	487
T000000403	AA187	2014-01-09	2014-01-10	E	178	367
T000000404	AA187	2014-01-09	2014-01-10	F	180	452
T000000405	AA187	2014-01-09	2014-01-10	B	172	437
T000000406	AA187	2014-01-10	2014-01-11	E	105	401
T000000407	AA187	2014-01-10	2014-01-11	F	145	486
T000000408	AA187	2014-01-10	2014-01-11	B	114	471
T000000409	AA186	2013-12-25	2013-12-26	E	125	391
T000000410	AA186	2013-12-25	2013-12-26	F	36	476
T000000411	AA186	2013-12-25	2013-12-26	B	92	461
T000000412	AA186	2013-12-26	2013-12-27	E	58	418
T000000413	AA186	2013-12-26	2013-12-27	F	138	503
T000000414	AA186	2013-12-26	2013-12-27	B	18	488
T000000415	AA186	2013-12-27	2013-12-28	E	189	453
T000000416	AA186	2013-12-27	2013-12-28	F	47	538
T000000417	AA186	2013-12-27	2013-12-28	B	67	523
T000000418	AA186	2013-12-28	2013-12-29	E	130	488
T000000419	AA186	2013-12-28	2013-12-29	F	131	573
T000000420	AA186	2013-12-28	2013-12-29	B	57	558
T000000421	AA186	2013-12-29	2013-12-30	E	166	326
T000000422	AA186	2013-12-29	2013-12-30	F	186	411
T000000423	AA186	2013-12-29	2013-12-30	B	18	396
T000000424	AA186	2013-12-30	2013-12-31	E	36	398
T000000425	AA186	2013-12-30	2013-12-31	F	50	483
T000000426	AA186	2013-12-30	2013-12-31	B	103	468
T000000427	AA186	2013-12-31	2014-01-01	E	55	358
T000000428	AA186	2013-12-31	2014-01-01	F	83	443
T000000429	AA186	2013-12-31	2014-01-01	B	169	428
T000000430	AA186	2014-01-01	2014-01-02	E	30	421
T000000431	AA186	2014-01-01	2014-01-02	F	196	506
T000000432	AA186	2014-01-01	2014-01-02	B	143	491
T000000433	AA186	2014-01-02	2014-01-03	E	84	281
T000000434	AA186	2014-01-02	2014-01-03	F	144	366
T000000435	AA186	2014-01-02	2014-01-03	B	72	351
T000000436	AA186	2014-01-03	2014-01-04	E	55	464
T000000437	AA186	2014-01-03	2014-01-04	F	168	549
T000000438	AA186	2014-01-03	2014-01-04	B	137	534
T000000439	AA186	2014-01-04	2014-01-05	E	127	364
T000000440	AA186	2014-01-04	2014-01-05	F	199	449
T000000441	AA186	2014-01-04	2014-01-05	B	148	434
T000000442	AA186	2014-01-05	2014-01-06	E	120	368
T000000443	AA186	2014-01-05	2014-01-06	F	39	453
T000000444	AA186	2014-01-05	2014-01-06	B	64	438
T000000445	AA186	2014-01-06	2014-01-07	E	103	325
T000000446	AA186	2014-01-06	2014-01-07	F	73	410
T000000447	AA186	2014-01-06	2014-01-07	B	80	395
T000000448	AA186	2014-01-07	2014-01-08	E	192	379
T000000449	AA186	2014-01-07	2014-01-08	F	130	464
T000000450	AA186	2014-01-07	2014-01-08	B	28	449
T000000451	AA186	2014-01-08	2014-01-09	E	179	471
T000000452	AA186	2014-01-08	2014-01-09	F	119	556
T000000453	AA186	2014-01-08	2014-01-09	B	28	541
T000000454	AA186	2014-01-09	2014-01-10	E	185	345
T000000455	AA186	2014-01-09	2014-01-10	F	50	430
T000000456	AA186	2014-01-09	2014-01-10	B	109	415
T000000457	AA186	2014-01-10	2014-01-11	E	134	402
T000000458	AA186	2014-01-10	2014-01-11	F	85	487
T000000459	AA186	2014-01-10	2014-01-11	B	127	472
T000000460	UA976	2013-12-25	2013-12-26	E	135	536
T000000461	UA976	2013-12-25	2013-12-26	F	38	621
T000000462	UA976	2013-12-25	2013-12-26	B	51	606
T000000463	UA976	2013-12-26	2013-12-27	E	199	479
T000000464	UA976	2013-12-26	2013-12-27	F	135	564
T000000465	UA976	2013-12-26	2013-12-27	B	95	549
T000000466	UA976	2013-12-27	2013-12-28	E	55	514
T000000467	UA976	2013-12-27	2013-12-28	F	58	599
T000000468	UA976	2013-12-27	2013-12-28	B	88	584
T000000469	UA976	2013-12-28	2013-12-29	E	30	409
T000000470	UA976	2013-12-28	2013-12-29	F	115	494
T000000471	UA976	2013-12-28	2013-12-29	B	153	479
T000000472	UA976	2013-12-29	2013-12-30	E	102	410
T000000473	UA976	2013-12-29	2013-12-30	F	79	495
T000000474	UA976	2013-12-29	2013-12-30	B	51	480
T000000475	UA976	2013-12-30	2013-12-31	E	185	476
T000000476	UA976	2013-12-30	2013-12-31	F	164	561
T000000477	UA976	2013-12-30	2013-12-31	B	102	546
T000000478	UA976	2013-12-31	2014-01-01	E	86	473
T000000479	UA976	2013-12-31	2014-01-01	F	56	558
T000000480	UA976	2013-12-31	2014-01-01	B	41	543
T000000481	UA976	2014-01-01	2014-01-02	E	66	497
T000000482	UA976	2014-01-01	2014-01-02	F	183	582
